;Basisthema;Type;Definitie;Eenheid;Ratio;Teller;Noemer;Bron;Laatste jaar beschikbaar;Aanlevering volgende update;Title;Download URL;Vraagstelling survey
322;Zorg en gezondheid;Burgerbevraging;Aandeel van de inwoners dat behoort tot een huishouden met betalingsmoeilijkheden dat het afgelopen jaar gezondheidsuitgaven niet (op tijd) kon betalen.;persoon;procent;In de teller werden diegenen opgenomen die antwoordden met 'Ja, het is al eens voorgekomen dat de rekening niet (op tijd) kon betaald worden'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten die voor alle items in de categorie 'Weet niet/niet van toepassing' zitten. Indien dit om een omvangrijke categorie gaat, wordt hun percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Betalingsmoeilijkheden gezondheidszorg;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_S_01.xlsx;Is het gedurende het afgelopen jaar voorgekomen dat jij of een andere persoon van het gezin één of meer rekeningen niet (op tijd) kon betalen om financiële redenen (dus niet vergeten)? Gezondheidsuitgaven. Antwoordmogelijkheden: 'Neen, dat is het afgelopen jaar niet voorgekomen', 'Ja, het is al eens voorgekomen dat de rekening niet (op tijd) kon betaald worden', 'Weet niet/niet van toepassing'
323;Zorg en gezondheid;Burgerbevraging;Aandeel van de inwoners dat behoort tot een huishouden met betalingsmoeilijkheden dat het afgelopen jaar kinderopvang niet (op tijd) kon betalen.;persoon;procent;In de teller werden diegenen opgenomen die antwoordden met 'Ja, het is al eens voorgekomen dat de rekening niet (op tijd) kon betaald worden'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten die voor alle items in de categorie 'Weet niet/niet van toepassing' zitten. Indien dit om een omvangrijke categorie gaat, wordt hun percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Betalingsmoeilijkheden kinderopvang;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_S_02.xlsx;Is het gedurende het afgelopen jaar voorgekomen dat jij of een andere persoon van het gezin één of meer rekeningen niet (op tijd) kon betalen om financiële redenen (dus niet vergeten)? Kinderopvang. Antwoordmogelijkheden: 'Neen, dat is het afgelopen jaar niet voorgekomen', 'Ja, het is al eens voorgekomen dat de rekening niet (op tijd) kon betaald worden', 'Weet niet/niet van toepassing'
324;Zorg en gezondheid;Geregistreerde statistiek;Aandeel rechthebbenden die minstens één contact (raadpleging/bezoek) met de huisarts hebben.;rechthebbende;procent;Aantal rechthebbenden met minstens één huisartscontact;Aantal rechthebbenden;InterMutualistisch Agentschap;2019;onbekend;Bezoek huisarts;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_01.xlsx;
325;Zorg en gezondheid;Geregistreerde statistiek;Aandeel rechthebbenden die minstens twee contacten met de tandarts hebben in twee verschillende jaren binnen een periode van drie kalenderjaren (jaar x, jaar x-1, jaar x-2).;rechthebbende;procent;Aantal rechthebbenden met minstens twee tandartsartscontacten in laatste drie jaren;Aantal rechthebbenden;InterMutualistisch Agentschap;2021;juli 2024;Bezoek tandarts;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_02.xlsx;
326;Zorg en gezondheid;Geregistreerde statistiek;Aandeel rechthebbenden met minstens één statuut chronische aandoening.;rechthebbende;procent;Aantal rechthebbenden met minstens één statuut chronische aandoening;Aantal rechthebbenden;InterMutualistisch Agentschap;2021;oktober 2023;Chronische aandoening;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_06.xlsx;
327;Zorg en gezondheid;Geregistreerde statistiek;Aandeel rechthebbenden van 65 tot en met 74 jaar en van 75 jaar en ouder met minstens één statuut chronische aandoening.;rechthebbende;procent;"Aantal rechthebbenden van 65 tot en met 74 jaar met minstens één statuut chronische aandoening
Aantal rechthebbenden van 75 jaar en ouder met minstens één statuut chronische aandoening";"Aantal rechthebbenden van 65 tot en met 74 jaar
Aantal rechthebbenden van 75 jaar en ouder";InterMutualistisch Agentschap;2020;november 2022;Chronische aandoening bij ouderen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_21.xlsx;
328;Zorg en gezondheid;Burgerbevraging;Aandeel van de inwoners dat zich alles bij elkaar genomen gelukkig voelt.;persoon;procent;Iedereen die minimaal 7 heeft geantwoord, werd in de teller opgenomen.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Geluksgevoel;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_S_04.xlsx;Alles bij elkaar genomen, hoe gelukkig zou je zeggen dat je bent? Je kan een score geven van 0 (heel ongelukkig) tot 10 (heel gelukkig). Antwoordmogelijkheden: '0-10'
329;Zorg en gezondheid;Geregistreerde statistiek;Aantal gepresteerde uren gezinszorg per 100 inwoners per jaar. Deze indicator geeft de som van aantal gesubsidieerde uren dat de private en de openbare diensten voor gezinszorg gepresteerd hebben.;gepresteerd uur;per 100 inwoners;Aantal gepresteerde uren;Aantal inwoners;Vlaams Agentschap Zorg en Gezondheid;2018;onbekend;Gezinszorg;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_19.xlsx;
330;Zorg en gezondheid;Geregistreerde statistiek;Aandeel inwoners met een globaal medisch dossier (GMD).;persoon;procent;Aantal personen met een globaal medisch dossier (GMD);Aantal inwoners;InterMutualistisch Agentschap;2020;september 2023;Globaal medisch dossier;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_03.xlsx;
331;Zorg en gezondheid;Geregistreerde statistiek;Aantal door de politie geregistreerde feiten van intrafamiliaal geweld in de Algemene Nationale Gegevensbank. De gegevens worden weergegeven per gemeente (pleegplaats), opgedeeld per type van intrafamiliaal geweld (IFG), zijnde fysisch, psychisch, economisch of seksueel IFG. Eveneens wordt per type de onderverdeling gemaakt of het IFG binnen het koppel, tegen afstammelingen of tegen andere leden werd gepleegd. Om dubbeltellingen te vermijden, mogen deze verschillende vormen van IFG niet bij elkaar worden opgeteld.;feit;per 10.000 huishoudens;Aantal feiten;Aantal huishoudens;Politiële Criminaliteitsstatistieken;2021;augustus 2024;Intrafamiliaal geweld;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_20.xlsx;
332;Zorg en gezondheid;Geregistreerde statistiek;Aandeel inwoners dat zich preventief laat onderzoeken voor borstkanker, baarmoederhalskanker en dikkedarmkanker.;persoon;procent;Aantal inwoners dat zich preventief laat onderzoeken;Doelgroep op 1 januari van het jaar;Centrum voor Kankeropsporing vzw;2021;oktober 2023;Kankerscreening;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_08.xlsx;
333;Zorg en gezondheid;Geregistreerde statistiek;Aantal lokale dienstencentra (gerealiseerde capaciteit, d.w.z. erkende centra en centra met erkenning in onderzoek), per 10.000 inwoners van 65 jaar en ouder.;dienstencentrum;per 10.000 inwoners;Aantal lokale dienstencentra;Aantal inwoners van 65 jaar en ouder;Vlaams Agentschap Zorg en Gezondheid;2023;augustus 2024;Lokale dienstencentra;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_17.xlsx;
334;Zorg en gezondheid;Geregistreerde statistiek;Aantal personen die ondersteund worden door het Vlaams Agentschap voor Personen met een Handicap. Het gaat om mensen die gebruik maken van VAPH-ondersteuning (RTH, PAB, MFC, PVB,IMB), om wie een zorgbudget (BOB) krijgt en de personen die wachten op een PVB. Een persoon kan in meerdere van deze categorieën voorkomen maar wordt slechts één maal meegeteld.;persoon;procent;Aantal personen met VAPH-ondersteuning;Aantal inwoners;Vlaams Agentschap voor Personen met een Handicap;2021;juni 2023;Personen met handicap;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_04.xlsx;
335;Zorg en gezondheid;Geregistreerde statistiek;Aandeel rechthebbenden met afleveringen antidiabetica of met naar diabetes verwijzende nomenclatuur (diabetesconventie, diabetespas, zorgtraject diabetes).;rechthebbende;procent;Aantal rechthebbenden met afleveringen antidiabetica;Aantal rechthebbenden;InterMutualistisch Agentschap;2020;oktober 2023;Prevalentie diabetes;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_05.xlsx;
336;Zorg en gezondheid;Geregistreerde statistiek;Het aantal plaatsen in de residentiële ouderenzorg bestaat uit het aantal plaatsen in de woonzorgcentra en het aantal plaatsen in de assistentiewoningen. Beide zijn voorzieningen die gebruikers vanaf 65 jaar permanente huisvesting en gehele of gedeeltelijke zorgondersteuning bieden. Het gaat in beide soorten voorzieningen om de erkende plaatsen en de plaatsen waarvoor erkenning in onderzoek is. Er wordt geen onderscheid gemaakt tussen openbare of private voorzieningen.;plaats;per 100 inwoners;Aantal plaatsen in woonzorgcentra en aantal plaatsen in assistentiewoningen;Aantal inwoners van 65 jaar en ouder;Vlaams Agentschap Zorg en Gezondheid;2023;januari 2024;Residentiële ouderenzorg;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_14.xlsx;
337;Zorg en gezondheid;Geregistreerde statistiek;"Spreiding van het aanbod van de residentiële ouderenzorg in de gemeente ten opzichte van het aanbod in de buurgemeenten.
Voor de visualisatie werd de verhouding x100 gedaan. Is de spreidingsmaat 100, dan wijst dit op een gelijke spreiding van ouderenvoorzieningen tussen gemeente en buurgemeenten, een waarde onder 100 duidt op een sterkere aanwezigheid van ouderenvoorzieningen in de buurgemeenten dan in de gemeente en een waarde boven 100 op een sterkere aanwezigheid van ouderenvoorzieningen in de gemeente dan in de buurgemeenten.";opvangplaats;verhouding x 100;Aantal opvangplaatsen per 100 inwoners van 65 jaar en ouder in de gemeente;Aantal opvangplaatsen per 100 inwoners van 65 jaar en ouder in de buurgemeenten;Vlaams Agentschap Zorg en Gezondheid;2023;januari 2022;Residentiële ouderenzorg: regionale spreiding;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_15.xlsx;
338;Zorg en gezondheid;Burgerbevraging;Aandeel van de inwoners dat zich over het algemeen gezond voelt.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: ‘Slecht’, ‘Redelijk’ en ‘Goed’.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Subjectieve gezondheid;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_S_05.xlsx;Hoe is je gezondheid in het algemeen? Antwoordmogelijkheden: 'Heel erg slecht', 'Slecht', 'Redelijk', 'Goed', 'Heel erg goed'
339;Zorg en gezondheid;Burgerbevraging;Aandeel van de inwoners dat tevreden is over de gezondheidsvoorzieningen.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Zeer ontevreden/eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden/Zeer tevreden'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om een omvangrijke categorie gaat, wordt dit percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Tevredenheid over gezondheidsvoorzieningen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_S_06.xlsx;Ben je tevreden over de voorzieningen in jouw gemeente/stad? Gezondheidsvoorzieningen (huisarts, tandarts, apotheker, ziekenfonds, …). Antwoordmogelijkheden: 'Zeer ontevreden', 'Eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden', 'Zeer tevreden', 'Weet niet/niet van toepassing'
340;Zorg en gezondheid;Burgerbevraging;Aandeel van de inwoners dat tevreden is over de opvang van baby's en peuters.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Zeer ontevreden/eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden/Zeer tevreden'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om een omvangrijke categorie gaat, wordt dit percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Tevredenheid over kinderopvang;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_S_08.xlsx;Ben je tevreden over de voorzieningen in jouw gemeente/stad? Kinderopvang (0-3jaar). Antwoordmogelijkheden: 'Zeer ontevreden', 'Eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden', 'Zeer tevreden', 'Weet niet/niet van toepassing'
341;Zorg en gezondheid;Burgerbevraging;Aandeel van de inwoners dat tevreden is over de ouderenvoorzieningen.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Zeer ontevreden/eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden/Zeer tevreden'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om een omvangrijke categorie gaat, wordt dit percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Tevredenheid over ouderenvoorzieningen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_S_09.xlsx;Ben je tevreden over de voorzieningen in jouw gemeente/stad? Ouderenvoorzieningen (ontmoetingscentrum, serviceflat, lokaal dienstencentrum,...). Antwoordmogelijkheden: 'Zeer ontevreden', 'Eerder ontevreden', 'Niet tevreden, niet ontevreden', 'Eerder tevreden', 'Zeer tevreden', 'Weet niet/niet van toepassing'
342;Zorg en gezondheid;Burgerbevraging;Aandeel van de inwoners dat vindt dat er voldoende huisartsen zijn in de de buurt.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Helemaal oneens/Eerder oneens', 'Niet eens, niet oneens' en 'Eerder eens/ Helemaal eens'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om omvangrijke categorie gaat, wordt hun percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Voldoende huisartsen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_S_07.xlsx;Ben je het met onderstaande uitspraken over jouw buurt eens? Er zijn voldoende huisartsen in de buurt. Antwoordmogelijkheden: 'Helemaal oneens', 'Eerder oneens', 'Niet eens, niet oneens', 'Eerder eens', 'Helemaal eens', 'Weet niet/niet van toepassing'
343;Zorg en gezondheid;Burgerbevraging;Aandeel van de inwoners dat vindt dat er voldoende zorgvoorzieningen voor ouderen zijn in de buurt.;persoon;procent;De tellers werden berekend op basis van 3 gegroepeerde antwoordcategorieën: 'Helemaal oneens/Eerder oneens', 'Niet eens, niet oneens' en 'Eerder eens/ Helemaal eens'.;Iedereen die antwoordde op de vraag werd in de noemer opgenomen, uitgezonderd de respondenten in de categorie 'Weet niet/niet van toepassing'. Indien dit om omvangrijke categorie gaat, wordt hun percentage meegegeven bij 'Opmerkingen bij de kwaliteit'.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Voldoende zorgvoorzieningen voor ouderen;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_S_10.xlsx;Ben je het met onderstaande uitspraken over jouw gemeente/buurt eens? Er zijn voldoende ouderenvoorzieningen in mijn gemeente/buurt (een ontmoetingscentrum, serviceflat, lokaal dienstencentrum). Antwoordmogelijkheden: 'Helemaal oneens', 'Eerder oneens', 'Niet eens, niet oneens', 'Eerder eens', 'Helemaal eens', 'Weet niet/niet van toepassing'
344;Zorg en gezondheid;Geregistreerde statistiek;Aantal thuiswonende personen die een tegemoetkoming mantel- en thuiszorg van de Vlaamse zorgverzekering ontvangen, per 100 inwoners. De Vlaamse zorgverzekering betaalt een tegemoetkoming uit aan personen met een zwaar verminderd vermogen tot zelfzorg. In deze reeks nemen we enkel de personen die de mantel- en thuiszorgpremie ontvangen in aanmerking. Personen die een residentiële premie ontvangen worden immers gevat door de indicator over residentiële ouderenzorg.;rechthebbende;per 100 inwoners;Aantal ten lastenemingen in de zorgverzekering mantel- en thusizorg;Aantal inwoners;Vlaams Agentschap Zorg en Gezondheid;2021;mei 2023;Zorgbehoevenden met zorgverzekering mantel- en thuiszorg;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ZO_16.xlsx;
345;Werk;Burgerbevraging;Aandeel van de inwoners die werkt/studeert in de eigen gemeente.;persoon;procent;De teller bevat iedereen die het meest werkt/studeert in de eigen gemeente inclusief diegenen die zich niet moeten verplaatsen.;De noemer bevat iedereen die werkt/studeert.;Burgerbevraging Gemeente-Stadsmonitor, Agentschap Binnenlands Bestuur;2020;voorjaar 2024;Werken in eigen gemeente;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_WE_S_01.xlsx;
346;Werk;Geregistreerde statistiek;De activiteitsgraad wordt berekend als het aandeel van de beroepsbevolking in de totale bevolking op arbeidsleeftijd (van 20 tot en met 64 jaar). Bij de totale bevolking op arbeidsleeftijd (van 20 tot en met 64 jaar) maakt men een onderscheid tussen de niet-beroepsactieve bevolking en de beroepsbevolking op arbeidsleeftijd. De niet-beroepsactieve bevolking bestaat uit die personen die niet werken, niet beschikbaar zijn voor een job en/of niet actief op zoek zijn naar een job. De beroepsbevolking bestaat uit diegenen die aan het werk zijn (werkenden) en zij die beschikbaar zijn voor een job en actief op zoek naar werk (niet-werkende werkzoekenden).;persoon/werkende;procent;Beroepsbevolking van 20 tot en met 64 jaar;Aantal inwoners van 20 tot en met 64 jaar;Steunpunt Werk - Vlaamse Arbeidsrekening o.b.v. RSZ, RSVZ, RIZIV, RVA, Statbel (Algemene Directie Statistiek – Statistics Belgium), DWH AM&SB bij de KSZ, BISA;2019;onbekend;Activiteitsgraad;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_WE_28.xlsx;
347;Integratie;Geregistreerde statistiek;"Aantal leerlingen dat in het gewoon lager onderwijs minstens 2 jaar schoolse vertraging heeft opgelopen en die wonen in de gemeente ten opzichte van het aantal leerlingen in het gewoon lager onderwijs die wonen in de gemeente, naar thuistaal.
De leerlingenaantallen hebben betrekking op de leerlingen die in de gemeente wonen, los van het feit of de leerlingen in de gemeente naar school gaan of elders. De cijfers voor de Brusselse gemeenten hebben enkel betrekking op de leerlingen ingeschreven in het Nederlandstalig onderwijs.
De thuistaal is niet het Nederlands als de leerling in het gezin met niemand of in een gezin met 3 gezinsleden (de leerling niet meegerekend) met maximum 1 gezinslid Nederlands spreekt. Broers en zussen worden als 1 gezinslid beschouwd.";leerling;procent;Aantal leerlingen dat in gewoon lager onderwijs minstens 2 jaar schoolse vertraging heeft opgelopen, naar thuistaal, wonend in de gemeente;Aantal leerlingen in het gewoon lager onderwijs, naar thuistaal, wonend in de gemeente;Departement Onderwijs & Vorming;2022;februari 2024;Schoolse vertraging lager onderwijs, naar woonplaats, naar thuistaal;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_15.xlsx;
348;Integratie;Geregistreerde statistiek;"Aantal leerlingen dat in het gewoon secundair onderwijs minstens 2 jaar schoolse vertraging heeft opgelopen en die wonen in de gemeente ten opzichte van het aantal leerlingen in het gewoon secundair onderwijs die wonen in de gemeente, naar thuistaal.
De leerlingenaantallen hebben betrekking op de leerlingen die in de gemeente wonen, los van het feit of de leerlingen in de gemeente naar school gaan of elders. De cijfers voor de Brusselse gemeenten hebben enkel betrekking op de leerlingen ingeschreven in het Nederlandstalig onderwijs.
De thuistaal is niet het Nederlands als de leerling in het gezin met niemand of in een gezin met 3 gezinsleden (de leerling niet meegerekend) met maximum 1 gezinslid Nederlands spreekt. Broers en zussen worden als 1 gezinslid beschouwd.";leerling;procent;Aantal leerlingen dat in gewoon secundair onderwijs minstens 2 jaar schoolse vertraging heeft opgelopen, naar thuistaal, wonend in de gemeente;Aantal leerlingen in het gewoon secundair onderwijs, naar thuistaal, wonend in de gemeente;Departement Onderwijs & Vorming;2022;februari 2024;Schoolse vertraging secundair onderwijs, naar woonplaats, naar thuistaal;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_27.xlsx;
349;Werk;Geregistreerde statistiek;De spanningsratio geeft aan hoeveel werkzoekenden zonder werk er beschikbaar zijn ten opzichte van het totaal aantal openstaande vacatures. De werkzoekenden zonder werk (WZW) zijn personen zonder job die zich bij de VDAB als werkzoekende hebben ingeschreven. De openstaande VDAB-vacatures tonen de stock (of voorraad) aan vacatures die op de laatste dag van de maand bij de VDAB uitstaan. Het gaat over vacatures uit het Normaal Economisch Circuit zonder Uitzendopdrachten die rechtstreeks aan de VDAB gemeld worden. De indicator geeft het gemiddelde over de maanden januari-december.;persoon/werkzoekende zonder werk;;Aantal werkzoekenden zonder werk;Aantal openstaande VDAB-vacatures;Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding;2022;januari 2024;Spanningsratio;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_WE_29.xlsx;
350;Werk;Geregistreerde statistiek;De werkzaamheidsgraad wordt berekend als aandeel werkenden in de bevolking op arbeidsleeftijd (20-64 jaar). De werkenden bestaan uit alle personen die in de referentieperiode betaalde arbeid verricht hebben. Bij de totale bevolking (20-64 jaar) maakt men een onderscheid tussen de niet-beroepsactieve bevolking en de beroepsbevolking op arbeidsleeftijd. De niet-beroepsactieve bevolking bestaat uit die personen die niet werken, niet beschikbaar zijn voor een job en/of niet actief op zoek zijn naar een job. De beroepsbevolking bestaat uit diegenen die aan het werk zijn (werkenden) en zij die beschikbaar zijn voor een job en actief op zoek naar werk (niet-werkende werkzoekenden). Hier wordt de opsplitsing gemaakt naar geslacht.;persoon/werkende;procent;Aantal werkenden van 20 tot en met 64 jaar;Aantal inwoners van 20 tot en met 64 jaar;Steunpunt Werk - Vlaamse Arbeidsrekening o.b.v. RSZ, RSVZ, RIZIV, RVA, Statbel (Algemene Directie Statistiek – Statistics Belgium), DWH AM&SB bij de KSZ, BISA;2019;onbekend;Werkzaamheidsgraad, naar geslacht;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_WE_01.xlsx;
351;Werk;Geregistreerde statistiek;"De werkzoekenden zonder werk (WZW) zijn personen zonder job die zich bij de VDAB als werkzoekende hebben ingeschreven.
Als laaggeschoold worden deze personen beschouwd die ten hoogste een diploma lager onderwijs of 1ste graad van het secundair onderwijs, leertijd, deeltijds beroepssecundair onderwijs of 2de graad secundair onderwijs behaald hebben. Bij het aandeel laaggeschoolde werkzoekenden zonder werk wordt de verhouding tussen het aantal laaggeschoolde werkzoekenden zonder werk (15-64 jaar) en het totale aantal werkzoekenden zonder werk (15-64 jaar) genomen. 
Als middengeschoold worden deze personen beschouwd die ten hoogste een studiegetuigschrift van de derde graad beroepssecundair onderwijs (BSO), diploma 3de graad secundair onderwijs, diploma van het secundair na secundair (Se-N-Se), diploma van de 4de graad beroepssecundair onderwijs behaald hebben. Bij het aandeel middengeschoolde werkzoekenden zonder werk wordt de verhouding tussen het aantal middengeschoolde werkzoekenden zonder werk (15-64 jaar) en het totale aantal werkzoekenden zonder werk (15-64 jaar) genomen. 
Als hooggeschoold worden deze personen beschouwd die ten hoogste een diploma hoger beroepsonderwijs, professionele bachelor, academische bachelor, master behaald hebben. Bij het aandeel hooggeschoolde niet-werkende werkzoekenden wordt de verhouding tussen het aantal hooggeschoolde niet-werkende werkzoekenden (15-64 jaar) en het totale aantal niet-werkende werkzoekenden (15-64 jaar) genomen.";persoon/werkzoekende zonder werk;procent;Aantal werkzoekenden zonder werk van 15 tot en met 64 jaar, naar scholingsgraad;Aantal werkzoekenden zonder werk van 15 tot en met 64 jaar;Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding;2022;januari 2024;Werkzoekenden zonder werk, naar scholingsgraad;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_WE_16.xlsx;
352;Werk;Geregistreerde statistiek;Bij de langdurige werkloosheid wordt er gekeken naar het aandeel langdurig werkzoekenden zonder werk (15-64 jaar) in de totale groep van werkzoekenden zonder werk (15-64 jaar). De werkzoekenden zonder werk (WZW) zijn personen zonder job die zich bij de VDAB als werkzoekende hebben ingeschreven. Langdurig werkzoekenden zonder werk  (15-64 jaar) zijn 1 jaar of langer werkzoekend.;persoon/werkzoekende zonder werk;procent;Aantal langdurig werkzoekenden zonder werk van 15 tot en met 64 jaar;Aantal werkzoekenden zonder werk van 15 tot en met 64 jaar;Vlaamse Dienst voor Arbeidsbemiddeling en Beroepsopleiding;2022;januari 2024;Langdurig werkzoekenden zonder werk;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_WE_20.xlsx;
353;Integratie;Geregistreerde statistiek;"Aantal jongeren die niet meer leerplichtig zijn en het Vlaams secundair onderwijs verlaten zonder kwalificatie en die wonen in de gemeente, naar thuistaal. Dat aantal wordt afgezet ten opzichte van de som van het aantal vroegtijdige schoolverlaters en het aantal leerlingen dat wel een kwalificatie heeft gehaald.
Een vroegtijdige schoolverlater is een leerling die niet langer leerplichtig is en die een regulier kwalificerend traject van het Vlaams secundair onderwijs verlaat zonder kwalificatie met een beroepsfinaliteit of een finaliteit doorstroom hoger onderwijs.
De cijfers voor de Brusselse gemeenten hebben enkel betrekking op de leerlingen ingeschreven in het Nederlandstalig onderwijs.
De thuistaal is niet het Nederlands als de leerling in het gezin met niemand of in een gezin met 3 gezinsleden (de leerling niet meegerekend) met maximum 1 gezinslid Nederlands spreekt. Broers en zussen worden als 1 gezinslid beschouwd.";jongere;procent;Aantal jongeren die niet meer leerplichtig zijn en Vlaams secundair onderwijs verlaten zonder kwalificatie, wonend in de gemeente, naar thuistaal;Aantal vroegtijdige schoolverlaters en aantal leerlingen dat wel kwalificatie heeft gehaald;Departement Onderwijs & Vorming;2021;maart 2024;Vroegtijdige schoolverlaters, naar woonplaats, naar thuistaal;https://gsminfo.blob.core.windows.net/$web/Rapporten_outputs/OutputPerlDO/GSM_Extract_ON_32.xlsx;
